universidad,carrera,fecha_de_inscripcion,nombre,sexo,fecha_nacimiento,localidad,direccion,email
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,05-Nov-20,JOHN_MUNOZ,M,28-Aug-53,CHALLACO,"20506_BRANDON_LIGHTS
NEW_KENNETHHAVEN,_VA_17683",MARTINEZALICIA@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,09-Sep-20,ANDREA_WALKER,F,03-Mar-09,CALVO,"USNV_MCCLAIN
FPO_AA_55002",COOKMARGARET@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,04-Sep-20,PATRICK_CONNER,M,19-Oct-32,COLONIA_SANTA_TERESA,"3893_BROOKE_FORKS
PORT_JOHN,_VA_02884",MICHAEL16@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,18-Nov-20,LARRY_OBRIEN,M,25-Feb-98,ABRA_DE_PIVES,"2994_DAVID_LOCKS_APT._562
WEST_DIANELAND,_NC_13156",KATHLEENHERRERA@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,28-Oct-20,DEBRA_HOWARD,F,19-Jun-42,ISLA_GRANDE,"2971_PITTS_WALL_APT._986
HUNTSHIRE,_IN_00749",SMITHCHRISTINE@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,28-Oct-20,MICHAEL_REYES,M,04-May-54,BAJO_GUAZU,"35666_KEVIN_PIKE_SUITE_231
LAKE_BRENDASHIRE,_NC_88223",KHILL@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,12-Nov-20,DAVID_HOWARD,M,03-Dec-29,EL_CHUMBEAU,"9836_LAURA_RIDGE
VASQUEZFORT,_HI_51270",WENDYSIMPSON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,22-Nov-20,TIMOTHY_JONES,M,13-Jan-09,ARROYO_LAS_MINAS,"9268_LISA_CURVE_APT._139
NEW_KRISTIN,_OH_90249",SHAWN63@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,16-Sep-20,GARY_RICHARDS,M,08-Mar-10,EMPALME_FRONTERA,"907_BROWN_ESTATES_APT._178
BARNESSTAD,_ID_02117",GILBERTANDREW@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,18-Oct-20,GREGORY_DANIEL,M,04-Oct-08,ANTONIO_DE_LOS_HEROS,"PSC_0433,_BOX_7584
APO_AP_01303",CSIMPSON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ADMINISTRACIÓN_,26-Nov-20,VANESSA_MACK,F,16-Nov-11,CABAÑA_EL_CISNE,"UNIT_9820_BOX_5794
DPO_AA_81169",CWILCOX@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,13-Sep-20,CAROL_JOHNSON,F,26-Jul-80,COSTA_DEL_ESTE,"618_MURPHY_WALL
EAST_DOUGLASBURGH,_ME_63911",BBROWN@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,08-Jan-21,CHRISTOPHER_WILLIAMS,M,17-Apr-04,COLONIA_EL_SIMBOL,"87405_MILLER_LODGE
EAST_MORGAN,_ND_45755",DENISEPOWELL@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,06-Nov-20,RACHEL_HOLLAND,F,28-Mar-68,GENERAL_GALARZA,"442_HOWARD_GROVES_SUITE_914
NEW_DANIEL,_NM_62826",RMARTINEZ@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,09-Jan-21,TRACY_ROGERS,F,25-Aug-43,BELGRANO,"PSC_1238,_BOX_5829
APO_AE_93632",EKNIGHT@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,05-Dec-20,ARIEL_RICHARDSON,F,15-Nov-79,ABBOTT,"44302_ROBERT_MEWS
WILLIAMSBURGH,_TN_59041",WILLIAM49@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,30-Dec-20,BRENDA_WADE,F,27-Jul-58,BAJO_DE_LAS_PALOMAS,"05740_JASON_COMMON_APT._043
NEW_CHRISTOPHER,_VT_01423",JENNIFERLIVINGSTON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,07-Jan-21,BRANDON_DAVIS,M,28-Sep-90,CAIMANCITO,"PSC_4092,_BOX_7811
APO_AE_18354",ROBINSONAARON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,01-Feb-21,BRETT_SANDOVAL,M,20-Sep-09,ARRAYANAL,"1229_DAVIS_KEY
EAST_JOSEPH,_TX_89833",FRICHARDSON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,23-Sep-20,NOAH_BRYANT,M,14-Mar-73,FARO_QUERANDI,"929_SIMPSON_INLET
DAVIDBERG,_WV_73034",WILSONEMILY@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,19-Jan-21,BARBARA_REED,F,23-Dec-62,BAHIA_BUSTAMANTE,"UNIT_1000_BOX_6460
DPO_AE_81880",BHILL@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,29-Dec-20,DAMON_RODRIGUEZ,M,23-Feb-09,CAMPO_CALVO,"28106_KAYLA_PINE_APT._737
LAKE_JOSHUASHIRE,_WA_76546",BRIAN37@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,03-Sep-20,STEVEN_FISCHER,M,27-Jan-54,EDUARDO_COSTA,"1925_JOHNSON_FREEWAY
LAKE_DANAVIEW,_SD_72781",JOHN98@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,08-Oct-20,EMILY_SMITH,F,04-Feb-97,GREGORIO_DE_LAFERRERE,"12808_JASON_ROADS_APT._066
NEW_DANIELTOWN,_AK_69961",DAVID42@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,23-Oct-20,SHEILA_ANDREWS,F,15-Mar-19,ALBIGASTA,"7481_GREGORY_BURGS
CARRSIDE,_NE_57868",RANDERSON@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,26-Oct-20,MR._MICHAEL_JOHNSON,M,14-Jul-62,CAÑADA_SECA,"42697_ROBINSON_TRAIL_SUITE_268
MICHAELTOWN,_MT_17731",GONZALESMOLLY@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,20-Oct-20,MEGHAN_DAY,F,19-Jan-22,BARRIO_BELGRANO_ORTIZ,"81586_REED_MANORS
WEST_MARY,_OH_80196",EDWARDSPATRICIA@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,19-Oct-20,JENNIFER_SMITH,F,14-Jan-66,BARRA_BONITA,"USCGC_FOX
FPO_AE_97382",YMOORE@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,18-Oct-20,SABRINA_CHAMBERS,F,25-Aug-00,ARROYO_SECO,"978_JENNIFER_PINE_APT._172
SOUTH_ALLENFORT,_LA_50695",ESANCHEZ@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,10-Jan-21,ANTHONY_GIBSON,M,20-Mar-28,CERVANTES,"103_WILLIAMS_HILL_APT._977
WEST_KYLEBURGH,_OR_69212",ROBINSONJENNIFER@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,26-Oct-20,MARY_OLSEN,F,14-Aug-65,CAMPO_RODRIGUEZ,"04153_AUSTIN_TRAFFICWAY_SUITE_240
ESPINOZASHIRE,_CO_72729",TAYLOR55@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,23-Jan-21,ERIC_HALL,M,11-Dec-06,ANZOATEGUI,"022_RUSSO_RIDGE_SUITE_426
TAMARATOWN,_LA_52741",SHELBY66@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,24-Dec-20,WILLIAM_TRAVIS,M,01-Sep-60,MAGGIOLO,"381_MATTHEW_SHORES
WILLIAMSIDE,_AK_51848",DIANECARRILLO@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,11-Nov-20,TAYLOR_PAYNE,F,06-Jan-32,AMBERES,"PSC_2351,_BOX_5295
APO_AP_08014",ANDERSENDEREK@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,18-Dec-20,LUCAS_THOMAS,M,08-Mar-20,13_DE_ENERO,"6975_LEWIS_PORTS
SOUTH_KELLYVILLE,_SC_19420",MARK72@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,17-Oct-20,DAVID_RICHARD,M,24-Jul-92,NONOGASTA,"68563_PHILLIPS_RIVER_APT._795
NORTH_SARABERG,_KY_09731",KATRINAREYES@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ARTES,06-Oct-20,TRACY_LEE,F,17-Jan-95,CAMPO_LAS_PUERTAS,"481_DANIELLE_ROADS_SUITE_132
SMITHFURT,_NM_57894",PENATONI@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,18-Nov-20,GINA_MOORE,F,01-Feb-35,16_DE_JULIO,"018_DANIEL_SPRINGS
WEST_KEVIN,_DC_67846",CLARKKATHERINE@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,08-Oct-20,PAMELA_TRUJILLO,F,13-Aug-62,CORREA,"4281_ANTHONY_BYPASS
WEST_JAMES,_SD_85869",DANALARSON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,18-Oct-20,BRIAN_WEBSTER,M,20-Aug-82,4_DE_FEBRERO,"1879_STEVEN_FLATS_APT._280
ERICABURY,_WA_27230",JOHN47@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,AGRONOMÍA,04-Sep-20,LAURIE_POWELL,F,28-Jul-86,VILLA_MANZANO,"83036_JULIE_VILLE_SUITE_288
PORT_CARL,_WA_77782",RODNEY72@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,07-Nov-20,ROBERT_MOSLEY,M,04-Sep-17,ESTANCIAS,"53488_EDWARDS_FOREST_SUITE_666
NEW_NICHOLAS,_WA_73015",ZMORENO@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,07-Sep-20,BRITTNEY_PENNINGTON,F,29-Sep-96,LOS_CORREDORES,"8267_RODNEY_COURSE
NORTH_ASHLEY,_OR_07973",NICHOLAS35@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,13-Oct-20,NATALIE_MONTES,F,26-Jun-59,LA_RIBERA,"4773_SANCHEZ_STATION
BYRDSTAD,_AZ_98842",CRUZMORGAN@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,01-Jan-21,CHAD_REEVES,M,23-Oct-04,ARROYO_CASCO,"549_WARD_CLIFFS
EAST_GABRIEL,_MD_43794",ZRUSH@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,23-Jan-21,JON_MITCHELL,M,11-Feb-63,ARTEAGA,"6744_JESSE_GREENS_SUITE_567
MARIACHESTER,_MA_04088",KARENPERRY@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,11-Dec-20,NATHANIEL_GONZALEZ,M,18-Jun-24,AVELLANEDA,"8670_CHRISTY_GATEWAY_SUITE_514
ELLIOTTVILLE,_AR_15500",JACOBBECKER@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ACTUARIO_,24-Sep-20,HANNAH_SANDERS,F,06-Dec-94,COSTA_BRAVA,"3533_WOOD_LOOP_APT._964
SOUTH_MATTHEW,_NV_94059",AMANDA10@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,21-Jan-21,RODNEY_SULLIVAN,M,04-May-37,SAN_GENARO_NORTE,"0641_SKINNER_CAMP_APT._000
WEST_JAMIEHAVEN,_IL_87865",KATHLEENCARTER@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,31-Oct-20,TANNER_CAMPBELL,M,27-Jul-75,LOS_INDIOS,"1602_KELLER_CROSSING
LAKE_TRACY,_MN_64715",HOFFMANSHERRI@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,19-Jan-21,HALEY_MILLS,F,11-May-41,CALERA_ARGENTINA,"8839_WILKINSON_CORNER
CONWAYFURT,_MT_43903",JENNIFERPIERCE@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CONTADOR_PÚBLICO_,27-Dec-20,SHARON_LEON,F,12-Mar-12,CARAGUATAY,"9702_LOZANO_BURG_APT._355
ADAMTON,_MA_12655",HMILLS@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,28-Nov-20,JAMES_COMBS,M,02-Aug-86,PELLEGRINI,"77262_LINDA_VISTA
LAKE_AUSTIN,_AR_82630",LEACHOLIVIA@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,16-Nov-20,ALICIA_PATTON,F,18-Aug-03,CAÑETE,"0951_TURNER_SPRINGS
LAKE_MATTHEW,_AR_91235",VICTORKNIGHT@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,26-Jan-21,ANDREA_THOMPSON,F,07-Nov-60,CABRERIA,"10969_DEBORAH_RAPID_SUITE_623
NORTH_CRYSTAL,_AL_35917",SNORRIS@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,30-Sep-20,ARTHUR_COX,M,03-Sep-23,AGUADA_GRANDE,"242_TARA_PARKWAY_SUITE_184
CYNTHIAMOUTH,_CT_73787",PATRICIA31@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_MECÁNICA,31-Dec-20,AMY_FORD,F,02-May-95,ISLA_TIGRE,"58756_TYLER_WALK_APT._671
PORT_MELISSAVILLE,_MA_96994",BJACKSON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,FARMACIA,03-Oct-20,AUSTIN_CONNER,M,14-Jun-99,ALGARROBO_DEL_AGUILA,"776_MONIQUE_MILLS
LAKE_JANETMOUTH,_NY_58396",BATESSIERRA@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,21-Nov-20,SAMUEL_ROBINSON,M,11-Mar-06,COLONIA_BARGA,"8009_VARGAS_ESTATE_SUITE_782
ROSARIOTON,_GA_81700",SARA99@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,16-Nov-20,ALLISON_FLORES,F,19-Jul-15,BERNAL_ESTE,"36307_GALLOWAY_LODGE_SUITE_275
SOUTH_LEAH,_CA_41613",CAROL12@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,11-Oct-20,LINDSEY_COLEMAN,F,05-Nov-28,CHIMPAY,"719_KYLE_GREENS_SUITE_339
ANGELABURGH,_KY_12988",PHILLIP39@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,21-Dec-20,EDWARD_WILLIS,M,05-Feb-87,AGUADA_DE_LAS_TEJAS,"122_LISA_MOUNTAINS_APT._322
AGUIRREVIEW,_CO_00808",MEGANWHITE@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,06-Sep-20,REBECCA_MORALES,F,24-Feb-83,CAMPO_MEDINA,"90648_MELISSA_MOUNTAINS
CHARLESBURGH,_MI_82460",HDODSON@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,06-Jan-21,DONNA_DURAN,F,30-Mar-17,PONTAUT,"7236_MICHELLE_SQUARES
WEST_TIMOTHY,_WY_65977",RDUNN@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,25-Sep-20,LACEY_BARRERA,F,11-Apr-38,CARLOS_TEJEDOR,"PSC_6155,_BOX_3322
APO_AE_78727",ERIC48@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,25-Dec-20,SEAN_COLE,M,01-Nov-63,BELLA_ITALIA,"80651_WIGGINS_SQUARE_SUITE_074
JACQUELINEVIEW,_VA_94688",DAVIDHERNANDEZ@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,14-Oct-20,HEIDI_CLARK,F,15-Jul-71,CARLOS_MARIA_NAON,"2578_ALLEN_RADIAL_SUITE_260
CONTRERASVILLE,_CT_74499",NBARKER@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,31-Oct-20,CANDACE_GUERRERO,F,15-Jun-13,AGUAS_DE_LAS_MULAS,"8354_MARTINEZ_PARKS
PETERVILLE,_TX_46844",WILLIAMSMELANIE@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,26-Oct-20,TRAVIS_PORTER,M,23-Apr-37,SAN_MARCELO,"466_NICOLE_MOUNTAIN_APT._122
LAKE_TAMI,_TX_02942",OSANTOS@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,02-Sep-20,JORDAN_PERKINS,F,17-Mar-95,AGUA_SALADA,"66635_JIMENEZ_MOUNTAIN_APT._983
GARCIAVIEW,_WV_65677",MARKSOSA@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,12-Dec-20,TRACY_CHAN,F,15-Aug-53,AGUIRRE_CUE,"PSC_2882,_BOX_2384
APO_AA_24851",WOODSDAVID@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,04-Oct-20,SHERRI_COX,F,01-May-86,BANDERALO,"60836_TIMOTHY_WALL_SUITE_359
SOUTH_LOGANSTAD,_TN_03708",GREGORYGREEN@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,23-Sep-20,ZACHARY_GLOVER,M,24-Jun-15,IRAOLA,"809_SWEENEY_CURVE
LAURIEMOUTH,_KS_07860",UGARCIA@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,04-Jan-21,AMBER_HARRIS,F,07-Sep-26,COLONIA_JOSEFA,"PSC_6837,_BOX_2906
APO_AE_06882",GJONES@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,02-Dec-20,TIFFANY_HARTMAN,F,02-Sep-78,EL_CARMEN,"468_JILLIAN_OVAL
LAKE_DIANE,_NC_41811",VPORTER@GMAIL.COM
